Region,Year,Month,SoilTemperature-10,SoilTemperature-30,SoilTemperature-50,Rainfall,Temperature,Min Temperature,Max Temperature,Humidity,Sunshine,Wind Speed,Surface Pressure,Solar Radiation
5,2009,8,31.27,31.41,31.05,233,28.88,26.38,32.95,84.74,3.69,2.49,99979.28,152.96
5,2009,9,31.26,31.4,30.99,285,28.92,25.99,33.58,87.67,6.27,2.57,100154.55,169.75
5,2009,10,29.01,29.31,29.11,49,26.5,22.3,32.07,85.97,7.21,1.89,100630.8,183.01
5,2009,11,24.94,25.62,25.57,0,22.96,17.92,29.75,82.57,6.72,1.91,101008.33,177.73
5,2009,12,19.48,20.6,20.94,0,17.49,11.75,25.54,76.87,5.26,1.89,101242.64,176.91
5,2010,1,16.58,17.49,18.05,0,15.11,9.41,22.25,80.35,5.85,2.34,101358.64,191.21
5,2010,2,20.96,21.35,21.21,2,20.09,12.91,28.55,81.29,8.2,1.92,101038.2,222.17
5,2010,3,28.56,28.23,27.58,2,27,19.55,35.75,71.13,8.38,2.7,100579.73,263.38
5,2010,4,33.72,33.12,32.22,37,31.33,25.67,38.46,60.7,6.99,3.26,100232.88,264.19
5,2010,5,33.12,33.27,32.64,75,30.08,25.35,35.88,67,7.24,3.13,99988.35,225.66
5,2010,6,32.79,32.94,32.86,201,29.87,26.09,35.11,72.8,4.71,3.01,99809.33,187.83
5,2010,7,32.38,32.5,32.17,103,29.72,26.58,34.05,79.45,5.94,3.19,99940.04,192.47
5,2010,8,31.7,31.72,31.27,101,29.53,26.57,33.96,84.65,5.42,2.67,100067.47,192.69
5,2010,9,31.24,31.34,30.95,102,28.67,25.91,33.23,83.63,5.73,2.2,100260.88,172.19
5,2010,10,29.64,29.99,29.72,127,27.06,23.49,32,85.77,6.88,1.77,100473.78,174.89
5,2010,11,25.6,26.31,26.29,3,23.45,18.63,30.02,86.03,7.41,1.73,100938.26,163.66
5,2010,12,19.62,20.78,21.1,39,17.44,11.96,25.13,81.45,6.33,2.03,100944.79,160.41
5,2011,1,16.88,17.94,18.55,5,14.7,8.53,22.62,78.71,5.56,2.08,101116.65,191.4
5,2011,2,20.6,20.81,20.65,1,19.51,12.63,28.11,81.36,7.14,2.13,100966.72,222
5,2011,3,26.74,26.39,25.94,10,25.41,18.42,33.58,76.9,8.61,2.57,100629.66,246.98
5,2011,4,29.79,29.63,29.15,94,27.52,22.02,34.72,64.87,7.69,2.12,100567.51,259.4
5,2011,5,31.34,31.52,31.05,187,28.69,23.86,34.55,69.97,7,2.57,100106.7,212.12
5,2011,6,31.83,32.09,31.84,307,29.34,25.86,34.27,77.4,5.25,3.15,99649.35,170.32
5,2011,7,31.36,31.76,31.46,178,29.19,26.31,33.42,82.58,4.85,2.7,99824.87,189.29
5,2011,8,30.38,30.98,31.07,454,28.6,26.28,32.2,87.71,3.76,2.87,99944.93,149.87
5,2011,9,30.56,31.43,31.22,203,28.69,25.98,32.88,88.37,5.78,2.76,100032.75,164.23
5,2011,10,29.69,30.32,30.2,35,27.39,23.58,32.96,84.48,7.53,1.3,100676.8,197.02
5,2011,11,24.74,25.56,25.96,1,22.29,17.05,29.27,83.63,7.13,1.75,101047.11,180.93
5,2011,12,19.5,20.64,21.02,0,17.38,12.59,24.19,82.26,4.76,1.9,101192.75,164.53
5,2012,1,18.8,19.49,19.59,6,16.81,11.58,23.43,81.68,4.56,1.87,101226.89,155.02
5,2012,2,19.94,20.7,20.72,0,19.62,12.06,28.23,82.21,8.04,2.25,100903.21,225.13
5,2012,3,26.49,26.37,25.82,6,25.04,17.21,33.77,72.74,8.41,2.07,100644.97,267.31
5,2012,4,30.17,29.93,29.39,123,28.47,22.78,35.36,60.1,7.67,2.83,100329.56,253.22
5,2012,5,34.13,33.58,32.82,15,31.35,25.82,38.36,68.74,8.35,2.72,99964.19,264.86
5,2012,6,33.2,33.17,33.01,138,30.77,26.99,36.34,63.33,4.66,3.35,99447.65,218.08
5,2012,7,32.42,32.17,31.8,314,29.03,26.35,33.44,72.68,4.08,3.12,99644.35,170.92
5,2012,8,32.56,32.12,31.69,180,29.46,26.64,34.16,85.23,5.47,2.66,99905.67,176.7
5,2012,9,31.86,31.69,31.42,173,28.97,26.14,33.56,86,5.27,2.43,100261.61,166.25
5,2012,10,29.19,29.67,29.67,107,26.47,22.15,32.43,85.74,7.48,1.82,100801.07,196.43
5,2012,11,23.67,24.78,25.22,101,21.57,16.62,28.37,85.5,6.7,1.99,100987.52,163.81
5,2012,12,19.09,20.43,20.97,1,16.73,11.9,23.12,80.32,4.28,1.84,101142.85,169.99
5,2013,1,17.38,18.2,18.55,0,15.44,9.18,23.33,76.65,5.33,1.97,101337.18,186.53
5,2013,2,20.79,21.15,21.01,22,19.99,13.43,27.66,85,7.8,2.37,101166.66,212.61
5,2013,3,26.13,26.03,25.8,3,25.37,18.02,33.83,77.71,8.33,2.07,100771.54,264.4
5,2013,4,30.32,29.88,29.42,60,28.72,22.4,36.33,70.97,7.63,2.39,100361.64,262.69
5,2013,5,30.74,30.79,30.36,167,29,24.84,34.27,58.19,4.62,3.26,99977.25,171.18
5,2013,6,30.89,30.34,30.1,195,29.79,26.44,35,72.3,5.91,2.66,99764.79,201.14
5,2013,7,32.65,32.07,31.59,105,29.8,26.69,34.27,81.97,5.58,3.52,99677.98,187.61
5,2013,8,31.41,31.08,30.76,254,28.99,26.28,33.43,83.74,4.21,2.73,99948.97,163.4
5,2013,9,31.13,31.34,31.08,212,29.31,26.38,34.57,84.73,6.33,1.92,100209.15,184.47
5,2013,10,28.66,29,28.86,204,26.5,23.41,31.38,87,5.19,1.87,100751.46,151.65
5,2013,11,23.82,24.48,24.49,0,21.77,16.16,29.57,84.2,8.02,2.15,101106.86,191.18
5,2013,12,19.68,20.67,20.85,0,18.07,12.69,25.54,84.71,4.72,1.89,101220.98,167.28
5,2014,1,18.23,19.25,19.66,0,16.2,11.01,22.96,73.71,5.37,2.13,101472.78,180.81
5,2014,2,20.49,21.01,21.05,27,18.62,12.7,25.99,82.82,6.89,2.12,101080.46,206.76
5,2014,3,26.74,26.08,25.36,4,24.73,17.36,33.11,83.14,8.83,2.18,100931.54,255.42
5,2014,4,31.97,31.26,30.28,51,29.76,22.94,37.96,75.23,9.17,2.16,100487.6,288.6
5,2014,5,33.67,33.47,32.63,151,30.57,25.34,37.11,64.87,7.5,3.05,100164.82,250.73
5,2014,6,32.05,31.99,31.46,188,29.96,26.38,34.89,63.93,3.48,2.43,99635.82,182.3
5,2014,7,31.96,31.57,31.02,242,29.66,26.88,33.97,72.52,3.96,3.14,99710.06,168.83
5,2014,8,31.45,31.49,31.07,359,29.16,26.34,33.82,86,3.73,2.63,99956.84,167.23
5,2014,9,31.48,31.43,31.04,153,29,25.92,34.08,84.8,5.92,2.17,100274.77,183.08
5,2014,10,29.58,30.38,30.16,5,26.68,22.48,32.51,86.77,7.2,1.51,100890.4,185.07
5,2014,11,24.65,26.05,26.49,0,21.7,15.73,30.15,84.03,6.83,1.9,101027.68,188.54
5,2014,12,19.81,21.17,21.84,0,17.18,12.02,24.57,82.23,4.07,2,101295.78,156.73
5,2015,1,18.88,19.93,20.2,14,16.59,11.6,23.72,78.1,4.06,2.17,101380.59,172.5
5,2015,2,22.07,21.97,21.63,14,20.62,14.31,28.51,82.86,4.82,1.84,101185.02,206.03
5,2015,3,27.9,27.13,26.33,39,24.81,17.93,33.04,82.35,7.01,2.12,101031.43,245.05
5,2015,4,29.2,29.03,28.69,144,27.15,22.09,33.89,77.4,6.32,2.31,100599.02,224.74
5,2015,5,32.36,32,31.22,177,30.12,24.72,36,66.42,5.82,2.59,100187.57,226.84
5,2015,6,31.93,32.1,31.73,285,29.74,26.27,34.55,76.93,4.55,3.24,99839.12,185.98
5,2015,7,31.35,31.16,30.67,353,28.95,26.14,33.48,77.68,3.15,2.67,99742.31,151.4
5,2015,8,31.83,31.68,31.2,127,29.46,26.78,33.83,82.77,3.4,2.66,100000.43,156.72
5,2015,9,31.21,31.72,31.4,254,29.24,25.96,34.34,87.17,6.18,1.93,100303.38,179.89
5,2015,10,30.23,30.74,30.59,7,27.02,23.06,32.93,86.13,7.16,1.51,100864.54,188.01
5,2015,11,25.69,26.91,27.1,6,23.08,18,30.54,83.57,7.42,1.64,101115.83,176.6
5,2015,12,21.1,22.76,23.34,1,18.16,13.61,25.33,83.1,3.46,1.75,101352.45,151.93
5,2016,1,18.5,19.75,20.33,42,16.39,10.79,24.13,81.19,3.91,1.83,101359.96,169.74
5,2016,2,23.14,22.97,22.64,3,21.72,15.57,29.44,82.59,6.23,1.83,101191.05,210.2
5,2016,3,28.07,27.72,27.13,25,26.09,19.92,34.07,83.48,6.53,2.27,100859.69,237.91
5,2016,4,31.51,30.91,30.09,175,30.51,24.87,37.72,76.83,7.91,2.98,100210.75,260.46
5,2016,5,31.42,31.64,31.28,212,28.59,24.03,34.72,68.52,6.35,2.43,100173.13,221.81
5,2016,6,32.71,32.62,31.9,109,30.06,26.16,35.35,69.83,6.36,2.64,100014.7,216.81
5,2016,7,31.44,31.47,31.17,376,28.93,26.59,33.39,78.06,3.26,3.07,99884.39,157.38
5,2016,8,31.79,31.67,31.15,168,29.66,26.69,34.18,81,5.66,3.22,99849.68,185.26
5,2016,9,31.72,32.05,31.63,170,29.15,26.34,34.04,88.2,4.93,1.82,100213.35,163.02
5,2016,10,30.3,30.84,30.75,95,27.49,23.95,33.04,84.87,7.74,1.7,100538.61,180.92
5,2016,11,25.24,26.47,26.99,0,22.64,17.52,29.98,86.63,6.62,1.73,100987.12,168.2
5,2016,12,20.93,22.27,22.9,0,18.67,13.65,26.15,83.58,4.77,2.1,101191.06,158.8
5,2017,1,18.98,20.04,20.56,2,17.16,11.02,25.22,80,5.74,2.18,101315.51,182.07
5,2017,2,22.12,22.56,22.39,0,20.4,13.61,28.73,82.39,6.13,1.99,101160.75,220.82
5,2017,3,25.95,25.73,25.25,45,24.24,18.55,31.31,79.68,6.38,2.15,100751.93,217.98
5,2017,4,30.64,30.18,29.55,80,28.31,23.24,35.23,75,6.16,2.98,100386.32,228.09
5,2017,5,31.81,31.5,30.96,193,29.35,24.73,35.3,71.16,6.31,2.12,100234.55,219.1
5,2017,6,32.61,32.43,31.86,141,29.97,26.36,35.25,73.4,4.8,2.63,99819.43,201.16
5,2017,7,30.81,30.95,30.37,393,28.74,26.26,32.65,79.06,2.61,2.8,99811.4,154.9
5,2017,8,31.96,31.94,31.4,219,29.65,26.9,34.14,81.87,5.05,2.44,99982.37,172.56
5,2017,9,31.52,31.92,31.49,132,29.12,26.61,33.93,87.1,3.83,1.79,100282.25,167.69
5,2017,10,28.94,29.67,29.8,237,27.16,24.36,31.81,86.23,5.7,2.21,100572.27,166.43
5,2017,11,24.68,25.97,26.36,5,22.26,17.44,29.36,87.4,7.52,1.93,101023.32,178.9
5,2017,12,21.17,22.4,22.68,20,19.26,14.6,26.18,87.06,5.99,2.07,101250.57,157.7
5,2018,1,17.18,18.56,19.19,0,14.26,8.51,22.55,82.68,5.8,2.07,101129.36,180.84
5,2018,2,21.77,21.84,21.82,12,20.68,14.24,28.9,82.29,5.76,1.9,101104.14,212
5,2018,3,27.3,27.05,26.43,9,25.7,19.05,34.12,84.71,7.97,2.19,100712.38,252.46
5,2018,4,29.91,29.83,29.28,75,27.43,22.21,34.06,76.13,7.69,2.21,100556.23,234.04
5,2018,5,30.43,30.43,29.99,176,28.15,24.05,33.45,68.48,5.68,2.64,100286.44,186.03
5,2018,6,32.25,32.06,31.45,139,30.3,26.25,35.67,73.37,6,2.41,99735.66,213.4
5,2018,7,31.68,31.76,31.31,238,29.44,26.68,33.93,79.77,4.26,3.12,99633.48,168.68
5,2018,8,31.94,31.94,31.47,84,29.97,27,34.65,80.9,5.32,2.67,99751.45,185.11
5,2018,9,31.59,31.62,31.18,119,29.34,26.11,34.32,82.67,6.19,2.38,100343.65,196.23
5,2018,10,28.31,28.74,28.51,87,25.92,21.71,32.11,85.94,7.23,1.8,100897.16,190.85
5,2018,11,23.76,24.67,24.8,0,21.94,16.73,30.01,85.67,7.52,1.78,101137.23,181.36
5,2018,12,19.29,20.41,20.83,17,17.18,11.64,25.26,83.42,6.42,2.28,101322.04,159.45
5,2019,1,18.42,19.29,19.55,0,16.55,10.43,25.46,80.71,7.4,2.26,101433.99,187.92
5,2019,2,21.06,21.45,21.35,46,19.29,13.17,27.62,78.46,7.29,2.08,101221.36,208.32
5,2019,3,25.6,25.55,25.08,67,24.02,17.45,32.08,78.61,7.85,2.05,100885.29,242.74
5,2019,4,30.01,29.27,28.7,103,28.03,23.1,34.71,76.9,7.29,2.31,100557.28,231.28
5,2019,5,32.3,32.27,31.55,147,30.27,25.52,36.14,73.55,7.27,3.13,100137.82,240.24
5,2019,6,32.71,32.62,32.1,121,30.52,26.35,35.81,74.43,5.98,2.76,99859.94,204.53
5,2019,7,31.84,32.07,31.7,262,29.55,26.48,34.5,74.71,4.49,3.12,99759.24,182.08
5,2019,8,31.69,31.91,31.54,114,29.97,26.89,34.52,80.1,5.6,2.68,99839.9,189.47
5,2019,9,30.95,31.52,31.36,187,28.7,26.21,33.45,84.47,0,2.48,100410.84,159.37
5,2019,10,28.68,29.19,29.2,174,26.26,23.01,31.39,84.65,0,1.57,100869.55,165.17
5,2019,11,25.35,26,26.37,3,23.02,18.3,29.99,84.83,0,1.95,101040.13,170.76
5,2019,12,20.18,21.74,22.44,0,17.27,12.49,24.42,87.39,0,2.05,101416.67,156.9
5,2020,1,18.76,19.6,20.03,16,17.39,11.45,23.33,84.23,4.01,1.95,101352.15,164.71
5,2020,2,21.05,21.12,21.02,1,19.64,12.56,26.72,80.66,6.11,2.02,101330.34,204.06
5,2020,3,26.02,25.75,25.11,27,24.85,18.09,31.61,84.29,7.84,2.01,100929.37,239.15
5,2020,4,30.18,29.9,29.22,33,28.1,21.67,34.53,77.5,7.07,2.11,100679.84,237.44
5,2020,5,30.02,30.08,29.7,186,32.1,30.42,33.78,76.9,5.83,2.53,100278.41,209.65
5,2020,6,31.97,31.76,31.23,298,30.47,26.24,34.7,63.53,4.53,2.79,99966.26,184.09
5,2020,7,31.54,31.67,31.32,411,30.4,26.92,33.87,78.26,3.57,2.66,99966.47,165.04
5,2020,8,32.18,32.17,31.48,153,30.84,27.2,34.48,83.48,4.91,3.02,99811.59,176.43
5,2020,9,31.84,31.86,31.63,231,30.43,26.77,34.09,87.3,4.24,2.22,100188.19,161.73
5,2020,10,30.61,31.17,30.94,69,29.32,25.03,33.6,86.68,7.22,1.68,100467.25,184.68
5,2020,11,25.57,26.51,26.96,0,23.79,17.34,30.23,86.6,8.19,2.05,101189.22,185.52
5,2020,12,20.75,22.04,22.68,0,19.25,13.31,25.18,87.29,5.98,2.01,101260.39,167.15
5,2021,1,19.67,20.63,20.92,0,17.88,11.67,24.08,81.48,4.17,1.96,101197.07,181.71
5,2021,2,21.91,22.37,22.22,0,20.97,12.85,29.09,78.79,6.89,2.04,101119.88,224.47
5,2021,3,28.4,27.96,27.23,0,26.93,19.27,34.58,79.58,6.81,1.96,100735.91,262.02
5,2021,4,31.68,31.23,30.24,18,30.21,22.86,37.55,81.63,7.7,2.37,100540.79,278.74
5,2021,5,31.47,31.36,30.7,193,29.51,24.38,34.65,71.9,6.25,2.32,100264.97,215.82
5,2021,6,31.9,31.85,31.27,233,30.08,25.99,34.17,65,4.6,2.86,99891.65,186.71
5,2021,7,32,31.97,31.45,336,30.35,26.49,34.22,70.19,4.32,2.78,99824.62,175.09
5,2021,8,31.8,31.91,31.41,540,30.27,26.56,33.97,82.23,4.01,2.32,100066.83,162.96
5,2021,9,31.88,31.92,31.36,148,30.21,26.24,34.18,87.53,5.23,2.3,100305.51,170.31
5,2021,10,30.91,31.04,30.55,116,28.9,24.61,33.2,85.9,7.16,1.98,100595.95,176.47
5,2021,11,25.09,25.7,25.67,1,23.39,17.36,29.42,87.6,7.49,1.84,101029.25,177.97
5,2021,12,21.75,22.68,22.84,1,20.29,14.25,26.34,86.65,5.95,1.93,101389.12,154.72
5,2022,1,19.45,20.12,20.72,3,17.82,12.22,23.41,82.19,4.8,2.06,101274.71,160.85
5,2022,2,20.49,20.75,20.79,39,19.34,12.64,26.04,81.79,6.8,2.09,101098.56,199.08
5,2022,3,28.65,27.49,26.32,0,27.35,19.86,34.83,79.03,8.55,2.35,100641.1,259.09
5,2022,4,33.32,32.34,31.11,20,30.94,25.68,36.2,81.43,6.17,2.93,100359.47,242.22
5,2022,5,31.63,31.56,31.06,176,29.21,24.3,34.12,73.9,6.17,2.62,100059.26,219.51
5,2022,6,32.3,32.29,31.78,70,30.62,26.27,34.96,68.8,3.53,3.28,99905.94,196.62
5,2022,7,33.86,33.72,33.01,85,31.7,27.06,36.35,75.26,7.06,3.03,99985.01,210.64
5,2022,8,31.57,31.71,31.4,308,30.71,26.67,34.75,80.87,6.17,3.11,99991.28,192.16
5,2022,9,31.02,31.53,31.32,259,30.08,26.13,34.02,82.27,4.89,2.11,100309.49,173.96
5,2022,10,29.93,30.6,30.51,56,28.47,23.78,33.15,81.77,7.89,2.09,100793.8,183.94
5,2022,11,25.19,26.15,26.44,0,23.71,17.03,30.38,84.1,8.06,2.02,101062.58,187.07
5,2022,12,21.03,22.33,22.78,1,20.16,13.56,26.77,86.23,5.38,2.02,101147.33,171.44
7,2001,1,17.33,19.99,19.6,5,15.91,10.05,23.95,78.23,7.15,2.19,101277.11,194.44
7,2001,2,20.71,22.11,20.8,0,19.97,13.93,28.07,75.46,6.03,1.88,101036.7,212.7
7,2001,3,25.52,26.33,24.52,21,24.25,17.7,32.39,65.77,8.04,2.07,100872.3,253.16
7,2001,4,28.89,29.48,28.09,153,27.76,23.02,34,73.17,8.39,2.48,100630.54,252.37
7,2001,5,28.46,29.23,28.18,361,27.44,23.19,32.01,82.35,6.47,2.37,100221.73,172.91
7,2001,6,29.13,30.04,28.95,302,28.73,25.34,32.11,82,5.15,3.43,99907.41,139.65
7,2001,7,30.25,30.98,30.15,268,29.04,26.14,32.35,82.65,5.57,3.54,99959.68,170.31
7,2001,8,30.86,31.69,30.67,136,29.35,26.56,32.97,82.71,5.12,2.73,100113.11,180.83
7,2001,9,30.35,31.26,30.48,189,28.45,25.92,32.18,84.8,4.97,1.95,100485.66,167.22
7,2001,10,29.05,30.42,29.55,93,27.19,24.11,32.21,84.39,5.88,1.58,100867.32,165.98
7,2001,11,25.47,27.32,26.88,44,23.63,19.85,29.54,83.87,6.1,1.44,101296.66,159.07
7,2001,12,19.89,22.49,22.51,0,18.19,13.15,25.65,83.94,6.89,1.89,101592.13,177.35
7,2002,1,18.63,20.82,20.43,12,17.79,12.52,25.42,79.87,7.75,1.83,101462.85,176.25
7,2002,2,20.32,22.2,21.88,3,20.08,13.73,28.05,72.82,9.37,2.09,101437.94,223.75
7,2002,3,24.57,25.64,24.43,177,24.33,18.23,31.51,70.32,8.15,2.1,100939.13,237.19
7,2002,4,27.51,28.46,27.29,125,26.86,22.08,31.98,77.43,8.07,2.73,100652.88,206.27
7,2002,5,28.83,29.76,28.74,259,27.3,23.63,32.15,81.52,5.99,2.84,100188.9,170.99
7,2002,6,28.81,29.83,28.77,229,28.15,25.54,32.23,84.5,3.62,3.02,100066.58,132.51
7,2002,7,29.31,30.14,29.05,488,28.22,25.84,31.45,88.29,1.86,2.95,99917.04,129.41
7,2002,8,29.93,30.77,29.72,335,28.5,26.14,31.99,85.42,4.36,2.89,100119.98,157.58
7,2002,9,30.54,31.44,30.41,204,28.56,25.66,32.93,82.5,6.1,2.32,100552.88,176.6
7,2002,10,28.15,29.65,29.03,99,26.58,23.03,31.99,82.03,7.86,1.48,100948.33,181.95
7,2002,11,23.8,25.94,25.76,89,23.08,18.54,29.39,81.48,8.04,1.75,101173.63,165.04
7,2002,12,19.95,22.58,22.53,0,18.93,14.21,25.74,83.26,6.62,1.77,101409.04,166.23
7,2003,1,16.1,19.04,19.1,0,14.31,9.43,20.95,84.55,4.93,2.09,101591.7,185.92
7,2003,2,20.07,21.87,21.02,14,20.33,14.64,27.33,75.54,7.76,1.93,101332.74,203.99
7,2003,3,28.55,28.87,27.47,91,28.05,25.56,32.13,76.33,8.03,1.96,101033.87,221.19
7,2003,4,24.9,30.15,26.76,361,28.47,17.92,29.73,78.42,7.59,2.49,100666.6,224.87
7,2003,5,25.63,30.81,26.99,217,29.35,23.15,33.96,81.84,5.36,2.75,100294.9,235.73
7,2003,6,30.24,31.06,29.31,179,29.29,14.18,25.96,82.48,6.16,3.25,99886.4,135.58
7,2003,7,30.58,30.45,29.44,182,28.3,23.43,33.96,85.93,4.35,3.32,100150.07,168.8
7,2003,8,28.96,28.99,28.1,287,27.12,26.56,32.79,85.55,5.2,3.08,100162.47,178.06
7,2003,9,24.92,25.75,25.54,0,22.69,26.47,32.98,79.17,8.23,2.24,100443.35,161.74
7,2003,10,21.05,22.15,22.1,22,19.04,25.87,31.95,82.42,6.53,1.66,100950.3,162.61
7,2003,11,25.27,30.26,26.81,299,28.38,24.22,31.3,84.33,4.26,1.74,101307.75,188.1
7,2003,12,23.31,24.66,23.65,144,23.27,17.95,29.72,73.52,8.27,1.87,101517.03,155.14
7,2004,1,19.05,20.13,20.13,10,16.3,11.64,22.66,83.48,5.49,2,101439.14,179.71
7,2004,2,20.77,21.44,20.61,0,19.99,13.44,27.86,72.45,8.64,2.01,101238.7,216.95
7,2004,3,26.39,26.09,24.7,6,26.09,20.54,32.81,69.74,8.02,2.8,100798.92,241.62
7,2004,4,28.76,28.68,27.37,94,27.43,23,32.99,76.43,7.08,2.85,100567.31,197.35
7,2004,5,31.27,30.91,29.37,147,29.7,25.02,35.32,73.13,7.55,2.9,100173.57,229.62
7,2004,6,29.66,29.62,28.61,455,28.01,24.87,32.57,84.83,3.56,2.65,100072.95,155.06
7,2004,7,30.24,30.06,28.92,306,28.43,25.86,31.83,85.03,3.7,3.42,100079.4,146.06
7,2004,8,31.3,31,29.81,307,29.16,26.36,32.89,82.58,6.57,3.37,100030.04,167.64
7,2004,9,29.21,29.3,28.44,478,27.45,25.24,31.06,87.53,2.9,2.97,100540.58,145.13
7,2004,10,28.15,28.33,27.56,202,26.13,22.73,31.06,83.35,7.07,1.88,101120.69,183.91
7,2004,11,23.99,25.03,24.96,0,22.28,17.15,29.34,79.47,8.15,1.59,101329.5,185.85
7,2004,12,20.84,22.47,22.45,0,19.46,14.21,26.74,80.65,6.97,1.69,101419.76,158.31
7,2005,1,18.97,20.05,19.88,4,17.05,11.75,23.85,80.58,5.77,2.03,101412.77,173.04
7,2005,2,22.48,22.57,21.71,8,21.49,15.84,28.2,72.36,8.68,2.34,101206.83,211.34
7,2005,3,26.93,26.52,25.2,42,25.72,20.57,32.08,71.68,7.28,2.32,100931.63,231.39
